7.670110293065677265e-01,3.506336133972881575e-01,5.149931196772669084e-01,1.534022058613135342e-01
7.454975663530117869e-01,3.727487831765058934e-01,5.241779763419613936e-01,1.747259921139871219e-01
7.551928518011776781e-01,3.392895421135725953e-01,5.362963730182276345e-01,1.641723590872125327e-01
7.538491620232947721e-01,3.152460132097414380e-01,5.482539360169416121e-01,1.781825292055060350e-01
7.581753965757455083e-01,3.265986323710903805e-01,5.365548960382199306e-01,1.749635530559412733e-01
7.223296180302092306e-01,3.548285842955413161e-01,5.702602247606914920e-01,1.647418427086441983e-01
7.263484574337419897e-01,3.804682396081505713e-01,5.418790079267599147e-01,1.844694495069821027e-01
7.591654715238995710e-01,3.718361493178283239e-01,5.112747053120139107e-01,1.549317288824284544e-01
7.630185275970008396e-01,3.352657166714094750e-01,5.318007919615460599e-01,1.502915281630456401e-01
7.246023348632822936e-01,3.762358277174735477e-01,5.434517511474616924e-01,1.950852440016529188e-01
7.692307692307692735e-01,3.076923076923077094e-01,5.384615384615384359e-01,1.538461538461538547e-01
7.392346162730675241e-01,3.758820082744410707e-01,5.262348115842175877e-01,1.879410041372205353e-01
7.889275245573255102e-01,2.892734256710193796e-01,5.259516830382169328e-01,1.314879207595542332e-01
7.308141200229885115e-01,3.474362209945355273e-01,5.630862891980403795e-01,1.677278308249481598e-01
7.591170716092960902e-01,3.931141977976712054e-01,4.880038317488332722e-01,1.762236059093008900e-01
7.694544446831322881e-01,3.560162355996582262e-01,5.053133666575794214e-01,1.607815257546843513e-01
7.063189182330440463e-01,3.783851347677021915e-01,5.675777021515532317e-01,1.891925673838510957e-01
7.567649730125051155e-01,3.522871426092696878e-01,5.349545498881501659e-01,1.304767194849146827e-01
7.644423782009608370e-01,2.712537471035667558e-01,5.548372099845683136e-01,1.849457366615227805e-01
7.618518793947620660e-01,3.401124461583759362e-01,5.305754160070664804e-01,1.496494763096854197e-01
6.985796007419846632e-01,3.788906309109069115e-01,5.683359463663603117e-01,2.131259798873851308e-01
7.701185382512489852e-01,3.534970339513929249e-01,5.049957627877041944e-01,1.641236229060038798e-01
7.414330662236144898e-01,2.942194707236565621e-01,5.766701626183668994e-01,1.765316824341939261e-01
7.365989486022554988e-01,3.381109928010352927e-01,5.675434522017378525e-01,1.449047112004437088e-01
7.674169845534856149e-01,3.477358211257981502e-01,5.156082864968730695e-01,1.558815749874267464e-01
7.678572552779229232e-01,3.490260251263285762e-01,5.119048368519486525e-01,1.628788117256199930e-01
7.646726945514761287e-01,3.148652271682548798e-01,5.397689608598654765e-01,1.574326135841274399e-01
7.408857633640885121e-01,3.317398940436216970e-01,5.528998234060361616e-01,1.879859399580522950e-01
7.335094873189085263e-01,3.545295855374724359e-01,5.501321154891813947e-01,1.833773718297271316e-01
7.866747376502838396e-01,3.588340908580242017e-01,4.830458915396479425e-01,1.380131118684708447e-01
7.652185485355420536e-01,3.339135484518728769e-01,5.286964517154654208e-01,1.530437097071084274e-01
7.724292477636958143e-01,3.370600353877944988e-01,5.196342212228499680e-01,1.404416814115810597e-01
7.643498123486223150e-01,3.558180160933241964e-01,5.139593565792459628e-01,1.581413404859218497e-01
7.077952502929945044e-01,3.185078626318475492e-01,6.016259627490452289e-01,1.887454000781318697e-01
6.933340941942108815e-01,3.851856078856726873e-01,5.777784118285090864e-01,1.925928039428363436e-01
7.152493550527451172e-01,4.053079678632222071e-01,5.364370162895588656e-01,1.907331613473987053e-01
7.545734058794258958e-01,3.491309788397343739e-01,5.293276130795973033e-01,1.689343445998714721e-01
7.753002085956333111e-01,2.830461078999931268e-01,5.414795107652042860e-01,1.599825827260830946e-01
7.299244278720566914e-01,3.910309435028875291e-01,5.344089561206128991e-01,1.694467421845846089e-01
7.471419369831229229e-01,3.396099713559649347e-01,5.433759541695438733e-01,1.765971851051017782e-01
7.233711847707108289e-01,3.419572873461542151e-01,5.786969478165687741e-01,1.578264403136096228e-01
7.326039145409680708e-01,3.602970071512958117e-01,5.524554109653201373e-01,1.681386033372713473e-01
7.626299404054146525e-01,3.418685939748410396e-01,5.259516830382169328e-01,1.577855049114650909e-01
7.698687947429833089e-01,3.541396455817722999e-01,5.081134045303690172e-01,1.539737589485966618e-01
7.354428354362763098e-01,3.545885099424904152e-01,5.515821265772072879e-01,1.707278010834213100e-01
7.323961772671147008e-01,3.854716722458498279e-01,5.396603411441898146e-01,1.541886688983399312e-01
7.344604663670819544e-01,3.736728688534275977e-01,5.411813962704814518e-01,1.675085274170537708e-01
7.572810334533846000e-01,3.542120962927121641e-01,5.252110393305731151e-01,1.587847328208709663e-01
7.825805422808448375e-01,3.836179128827670870e-01,4.603414954593205155e-01,1.687918816684175205e-01
